LAT,LONG,TIPOLOGIA__Bosco,TIPOLOGIA__Canneto,TIPOLOGIA__Macchia,CODICE COL__Arancione,CODICE COL__Bianco,CODICE COL__Giallo,CODICE COL__Rosso,CODICE COL__Verde,ANNO,MESE
40.944722,16.888083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,6.0
40.806556,16.782917,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,6.0
40.92725,16.63025,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,6.0
40.798833,16.423056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,7.0
40.867222,16.788889,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.865,16.779833,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.789167,16.704722,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
41.009722,16.320833,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.933056,16.652222,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.716111,16.430639,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.870556,16.774444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.878278,16.763528,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
40.872778,16.780278,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,7.0
41.081806,16.408722,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.129083,16.780917,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.039278,16.385639,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.099278,16.419,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.914722,16.860556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.030556,16.383083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.874444,16.783167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.040778,16.346806,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.828972,16.717,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.849417,16.789611,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.014833,16.382056,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.92625,16.8075,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.761611,16.464139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
41.049917,16.314389,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,8.0
40.77075,16.748306,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.855722,16.803139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.812917,16.30225,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.79825,17.061667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.8115,16.396667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020.0,9.0
40.932806,16.630972,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.876111,16.6875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.790028,16.481389,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020.0,9.0
40.981583,16.493222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
40.9225,16.700889,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,9.0
41.122639,16.767333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,6.0
40.97475,16.986861,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2019.0,6.0
40.941944,17.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,6.0
41.007333,16.986444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2019.0,7.0
40.937694,16.687556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.0,7.0
40.921389,16.788972,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,7.0
40.813833,16.398944,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2019.0,7.0
41.038944,16.385667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,7.0
40.783611,16.468889,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2019.0,8.0
41.020167,16.454556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,8.0
41.074389,16.411389,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,8.0
41.076639,16.332694,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,8.0
